Date,posTop1,negTop1,neuTop1,comTop1,posTop2,negTop2,neuTop2,comTop2,posTop3,negTop3,neuTop3,comTop3,posTop4,negTop4,neuTop4,comTop4,posTop5,negTop5,neuTop5,comTop5,posTop6,negTop6,neuTop6,comTop6,posTop7,negTop7,neuTop7,comTop7,posTop8,negTop8,neuTop8,comTop8,posTop9,negTop9,neuTop9,comTop9,posTop10,negTop10,neuTop10,comTop10,posTop11,negTop11,neuTop11,comTop11,posTop12,negTop12,neuTop12,comTop12,posTop13,negTop13,neuTop13,comTop13,posTop14,negTop14,neuTop14,comTop14,posTop15,negTop15,neuTop15,comTop15,posTop16,negTop16,neuTop16,comTop16,posTop17,negTop17,neuTop17,comTop17,posTop18,negTop18,neuTop18,comTop18,posTop19,negTop19,neuTop19,comTop19,posTop20,negTop20,neuTop20,comTop20,posTop21,negTop21,neuTop21,comTop21,posTop22,negTop22,neuTop22,comTop22,posTop23,negTop23,neuTop23,comTop23,posTop24,negTop24,neuTop24,comTop24,posTop25,negTop25,neuTop25,comTop25
2013/4/24,0.13,0.222,0.648,-0.25,0,0.339,0.661,-0.4767,0,0.299,0.701,-0.8779,0.239,0.156,0.606,0.5423,0.272,0.118,0.61,0.4215,0.139,0.11,0.751,0.1471,0,0.037,0.963,-0.1139,0,0.237,0.763,-0.8271,0.167,0,0.833,0.3818,0,0.263,0.737,-0.8519,0,0,1,0,0,0.18,0.82,-0.296,0,0.185,0.815,-0.3612,0,0,1,0,0.044,0,0.956,0.0258,0,0.317,0.683,-0.8807,0,0.197,0.803,-0.4019,0,0.148,0.852,-0.3818,0,0.237,0.763,-0.4215,0,0.349,0.651,-0.8442,0.025,0.045,0.93,-0.25,0.091,0,0.909,0.2023,0.203,0.211,0.586,-0.0516,0,0,1,0,0,0.136,0.864,-0.296
2013/4/25,0,0.262,0.738,-0.8176,0,0.381,0.619,-0.6486,0.135,0.047,0.819,0.5423,0,0.399,0.601,-0.8074,0,0.235,0.765,-0.6486,0.434,0,0.566,0.5574,0.213,0,0.787,0.4019,0,0,1,0,0.093,0.314,0.594,-0.9477,0.164,0.196,0.639,0.0772,0,0,1,0,0,0.326,0.674,-0.4404,0,0.289,0.711,-0.7579,0.116,0,0.884,0.341,0,0.041,0.959,-0.1027,0,0.13,0.87,-0.6597,0.128,0,0.872,0.4215,0,0,1,0,0,0.156,0.844,-0.5423,0,0.286,0.714,-0.5574,0.245,0.094,0.662,0.7391,0,0.228,0.772,-0.7506,0,0,1,0,0,0,1,0,0,0,1,0
2013/4/26,0.204,0.293,0.503,-0.6369,0.057,0.323,0.62,-0.8934,0.336,0,0.664,0.8225,0.107,0.202,0.691,-0.7351,0,0,1,0,0,0.249,0.751,-0.6486,0,0.206,0.794,-0.5994,0.024,0.453,0.523,-0.9709,0.075,0.293,0.632,-0.5859,0,0,1,0,0,0,1,0,0,0,1,0,0.112,0.231,0.657,-0.7184,0,0,1,0,0,0,1,0,0,0.261,0.739,-0.8481,0,0.262,0.738,-0.4939,0,0.231,0.769,-0.4019,0,0.293,0.707,-0.4404,0,0.116,0.884,-0.3612,0.2,0.413,0.387,-0.5106,0,0.529,0.471,-0.8779,0,0.231,0.769,-0.5994,0.265,0,0.735,0.2023,0,0.596,0.404,-0.7096
2013/4/29,0,0.292,0.708,-0.8591,0,0.626,0.374,-0.9136,0.359,0,0.641,0.4215,0,0.375,0.625,-0.5574,0,0,1,0,0,0.54,0.46,-0.9169,0.167,0,0.833,0.4215,0,0.359,0.641,-0.9413,0,0.375,0.625,-0.4588,0,0.253,0.747,-0.7964,0.107,0.393,0.5,-0.8402,0.09,0.083,0.827,0.0516,0,0.167,0.833,-0.5267,0.344,0,0.656,0.6369,0,0,1,0,0,0.118,0.882,-0.5267,0,0.483,0.517,-0.4215,0.089,0.111,0.8,-0.1779,0,0,1,0,0.058,0.445,0.497,-0.9432,0,0.457,0.543,-0.4939,0,0,1,0,0,0.233,0.767,-0.7717,0,0.255,0.745,-0.34,0,0,1,0
2013/4/30,0,0,1,0,0.171,0.159,0.671,0.0516,0,0,1,0,0,0,1,0,0.266,0,0.734,0.4404,0,0.432,0.568,-0.8225,0,0.576,0.424,-0.7783,0,0.265,0.735,-0.5574,0,0.239,0.761,-0.5267,0,0.405,0.595,-0.5267,0.097,0,0.903,0.4767,0,0.221,0.779,-0.5267,0.278,0,0.722,0.4019,0,0,1,0,0.326,0,0.674,0.4404,0,0,1,0,0,0.631,0.369,-0.9287,0,0.256,0.744,-0.4767,0,0,1,0,0.434,0,0.566,0.3182,0.191,0.087,0.722,0.4393,0,0.416,0.584,-0.6908,0.156,0.126,0.719,-0.128,0.157,0,0.843,0.4215,0.067,0.212,0.721,-0.4588
2013/5/1,0,0.429,0.571,-0.6705,0,0,1,0,0.184,0.188,0.628,-0.2732,0,0.31,0.69,-0.5423,0.035,0.122,0.844,-0.5423,0.098,0.166,0.736,-0.296,0,0,1,0,0.11,0,0.89,0.3811,0,0,1,0,0.159,0,0.841,0.5574,0,0.195,0.805,-0.743,0,0.186,0.814,-0.1531,0.209,0.245,0.545,-0.1027,0.102,0.052,0.846,0.1406,0,0,1,0,0,0.474,0.526,-0.3818,0.222,0,0.778,0.25,0.045,0.266,0.69,-0.8126,0,0,1,0,0,0,1,0,0.098,0,0.902,0.2415,0,0,1,0,0,0.513,0.487,-0.969,0,0,1,0,0,0.429,0.571,-0.7184
2013/5/2,0,0.185,0.815,-0.6486,0,0,1,0,0.145,0.371,0.484,-0.6369,0,0.277,0.723,-0.3182,0,0.212,0.788,-0.6249,0,0,1,0,0,0,1,0,0,0.479,0.521,-0.6808,0,0,1,0,0,0.206,0.794,-0.8307,0,0.358,0.642,-0.8591,0.157,0.246,0.597,-0.296,0,0.638,0.362,-0.8689,0.128,0.099,0.773,0.1531,0.241,0.402,0.357,-0.4215,0,0.375,0.625,-0.4588,0.206,0,0.794,0.631,0,0.31,0.69,-0.8689,0.115,0,0.885,0.0772,0.31,0,0.69,0.4019,0.038,0.154,0.808,-0.8168,0,0,1,0,0,0.343,0.657,-0.9451,0,0.361,0.639,-0.8625,0,0,1,0
2013/5/3,0.266,0.353,0.38,-0.3818,0,0.487,0.513,-0.8225,0.333,0.219,0.448,0.5106,0,0.57,0.43,-0.891,0,0,1,0,0,0.153,0.847,-0.4404,0,0.329,0.671,-0.9062,0.057,0.086,0.858,-0.2382,0,0.386,0.614,-0.8658,0,0,1,0,0.21,0.162,0.629,0.1531,0,0,1,0,0,0.167,0.833,-0.25,0,0,1,0,0,0.3,0.7,-0.8658,0,0.204,0.796,-0.3182,0.124,0.064,0.812,0.3682,0.096,0.339,0.565,-0.6808,0.186,0.1,0.714,0.2023,0.117,0.224,0.659,-0.3786,0,0,1,0,0,0.112,0.888,-0.2263,0,0.222,0.778,-0.25,0,0,1,0,0,0.477,0.523,-0.8074
2013/5/6,0.032,0.235,0.733,-0.8074,0.178,0.365,0.457,-0.6249,0.095,0.25,0.655,-0.6369,0,0,1,0,0,0.339,0.661,-0.9313,0.081,0,0.919,0.2732,0.074,0.255,0.671,-0.9022,0,0.469,0.531,-0.8885,0,0.167,0.833,-0.2023,0.136,0.211,0.653,-0.3612,0.088,0.201,0.711,-0.6808,0.033,0,0.967,0.128,0.209,0,0.791,0.5719,0,0.078,0.922,-0.3182,0,0.37,0.63,-0.5719,0.434,0.221,0.345,0.4767,0,0,1,0,0.451,0.22,0.33,0.4767,0,0.333,0.667,-0.6705,0.184,0.168,0.649,0.0772,0,0.158,0.842,-0.4939,0.293,0.344,0.363,-0.2497,0,0.291,0.709,-0.9371,0,0,1,0,0.362,0.147,0.491,0.6908
2013/5/7,0,0,1,0,0.223,0.277,0.5,-0.1027,0,0.416,0.584,-0.8779,0,0.162,0.838,-0.7964,0,0.348,0.652,-0.4939,0,0.595,0.405,-0.8689,0.044,0.071,0.884,-0.2023,0.175,0,0.825,0.1779,0.097,0.27,0.633,-0.6249,0,0.332,0.668,-0.9545,0.254,0.154,0.591,0.7645,0.216,0.131,0.654,0.3182,0.172,0.353,0.474,-0.6369,0,0,1,0,0,0,1,0,0,0.167,0.833,-0.0516,0.054,0.054,0.892,0,0.039,0.167,0.794,-0.7184,0,0,1,0,0.18,0,0.82,0.296,0,0.282,0.718,-0.6705,0,0.35,0.65,-0.5106,0,0.085,0.915,-0.34,0,0.182,0.818,-0.4404,0,0,1,0
2013/5/8,0,0.275,0.725,-0.2263,0,0.149,0.851,-0.7003,0,0.277,0.723,-0.3182,0.167,0,0.833,0.25,0.241,0.255,0.504,-0.1027,0,0.266,0.734,-0.4404,0.117,0.08,0.803,0.25,0,0,1,0,0.062,0.097,0.841,0.0237,0,0.554,0.446,-0.7351,0.154,0.376,0.47,-0.5095,0,0,1,0,0,0.381,0.619,-0.6486,0.098,0.191,0.71,-0.4019,0,0.103,0.897,-0.5859,0,0,1,0,0.264,0.297,0.44,-0.0772,0,0.242,0.758,-0.6249,0,0.239,0.761,-0.296,0,0,1,0,0,0,1,0,0.231,0,0.769,0.4019,0.109,0.232,0.66,-0.7469,0.271,0,0.729,0.3818,0,0.161,0.839,-0.3182
2013/5/9,0,0,1,0,0,0.278,0.722,-0.4019,0.093,0.136,0.771,-0.3612,0,0,1,0,0.147,0.32,0.533,-0.3182,0,0,1,0,0,0,1,0,0.218,0.316,0.466,-0.2263,0.351,0,0.649,0.4019,0.098,0.118,0.784,-0.0772,0.172,0,0.828,0.4019,0,0.29,0.71,-0.5994,0,0.22,0.78,-0.8402,0,0.524,0.476,-0.5267,0,0.775,0.225,-0.93,0,0.324,0.676,-0.9001,0.375,0,0.625,0.4939,0,0.281,0.719,-0.8316,0,0.247,0.753,-0.6808,0,0.367,0.633,-0.4404,0.068,0.205,0.727,-0.6124,0,0.202,0.798,-0.5859,0,0,1,0,0,0,1,0,0,0.401,0.599,-0.7717
2013/5/10,0,0.364,0.636,-0.4588,0,0.322,0.678,-0.2263,0,0.217,0.783,-0.5574,0,0.126,0.874,-0.6705,0,0.18,0.82,-0.296,0.077,0.494,0.429,-0.8934,0.114,0.158,0.728,-0.34,0.194,0.186,0.62,0.0258,0.285,0.188,0.526,0.3612,0.101,0.399,0.501,-0.9284,0,0,1,0,0,0.337,0.663,-0.7269,0,0.213,0.787,-0.4019,0.201,0.184,0.615,0.0772,0.134,0.118,0.749,0.0772,0.154,0.077,0.769,0.7003,0,0.231,0.769,-0.34,0.188,0.232,0.58,-0.1531,0,0,1,0,0,0.355,0.645,-0.5106,0.248,0.202,0.55,0.128,0.252,0,0.748,0.4019,0,0,1,0,0.342,0.206,0.452,0.2732,0,0,1,0
2013/5/13,0,0.387,0.613,-0.743,0,0.388,0.612,-0.8689,0,0.433,0.567,-0.7269,0,0.346,0.654,-0.8126,0,0.241,0.759,-0.5423,0,0.205,0.795,-0.4767,0,0,1,0,0,0,1,0,0,0.286,0.714,-0.4939,0,0.321,0.679,-0.8957,0,0.299,0.701,-0.6908,0,0.554,0.446,-0.7351,0,0,1,0,0.22,0.25,0.53,-0.1027,0,0,1,0,0.164,0.321,0.515,-0.7351,0,0.241,0.759,-0.5423,0,0.428,0.572,-0.9531,0,0.558,0.442,-0.8779,0,0.365,0.635,-0.7096,0,0,1,0,0.06,0,0.94,0.2023,0.211,0,0.789,0.1531,0,0.358,0.642,-0.5994,0.259,0.048,0.693,0.8271
2013/5/14,0,0,1,0,0,0.211,0.789,-0.4939,0,0.264,0.736,-0.6486,0.131,0.149,0.721,-0.1027,0,0,1,0,0,0,1,0,0,0.205,0.795,-0.2732,0.158,0,0.842,0.4939,0,0.172,0.828,-0.4795,0.209,0.182,0.608,0.1027,0,0.548,0.452,-0.8979,0.23,0.089,0.681,0.5106,0.294,0,0.706,0.3612,0.242,0.095,0.664,0.4767,0.114,0,0.886,0.4019,0,0.328,0.672,-0.6597,0.073,0.296,0.631,-0.8271,0.108,0.074,0.818,0.2144,0,0.079,0.921,-0.2023,0,0.358,0.642,-0.5994,0.125,0.175,0.7,-0.2484,0.052,0,0.948,0.2732,0,0.437,0.563,-0.4767,0.209,0,0.791,0.4404,0,0.474,0.526,-0.743
2013/5/15,0,0.266,0.734,-0.7003,0.057,0.264,0.679,-0.8225,0,0.161,0.839,-0.3612,0,0,1,0,0,0,1,0,0.065,0.231,0.704,-0.6486,0.116,0.109,0.776,0.1027,0,0,1,0,0.106,0.173,0.721,-0.34,0.545,0,0.455,0.7184,0.238,0,0.762,0.3612,0,0.216,0.784,-0.296,0,0.302,0.698,-0.8442,0,0.22,0.78,-0.4767,0.278,0.179,0.543,0.4767,0,0,1,0,0,0.178,0.822,-0.3818,0.172,0,0.828,0.4404,0.084,0.102,0.813,-0.1531,0,0,1,0,0.083,0.117,0.8,-0.25,0,0,1,0,0,0.37,0.63,-0.6908,0,0,1,0,0,0.211,0.789,-0.8442
2013/5/16,0,0.086,0.914,-0.4767,0,0.126,0.874,-0.5994,0,0.201,0.799,-0.7003,0,0,1,0,0.044,0.273,0.683,-0.9468,0,0,1,0,0,0,1,0,0,0,1,0,0,0.333,0.667,-0.4588,0,0.231,0.769,-0.5574,0,0.213,0.787,-0.4019,0,0.506,0.494,-0.8481,0,0.173,0.827,-0.7063,0,0,1,0,0,0,1,0,0.316,0,0.684,0.5719,0,0.351,0.649,-0.8979,0,0.38,0.62,-0.5994,0,0,1,0,0.149,0,0.851,0.5423,0,0,1,0,0.233,0.215,0.552,0.0772,0,0.588,0.412,-0.886,0.119,0.145,0.736,-0.1335,0,0.075,0.925,-0.296
2013/5/17,0,0.252,0.748,-0.7506,0,0.196,0.804,-0.6808,0.128,0.128,0.744,0,0,0,1,0,0,0.47,0.53,-0.7964,0.261,0.127,0.612,0.5106,0.045,0.241,0.714,-0.8126,0.131,0.077,0.793,0.2617,0,0,1,0,0,0.461,0.539,-0.967,0,0.526,0.474,-0.936,0,0.341,0.659,-0.9559,0,0.239,0.761,-0.7845,0,0,1,0,0.216,0,0.784,0.3182,0,0.231,0.769,-0.5574,0,0.552,0.448,-0.8126,0.113,0,0.887,0.1027,0.205,0,0.795,0.2023,0,0.518,0.482,-0.6486,0,0.29,0.71,-0.6705,0.118,0.175,0.708,-0.296,0,0.538,0.462,-0.7906,0,0,1,0,0.265,0,0.735,0.5574
2013/5/20,0.163,0,0.837,0.5106,0,0,1,0,0,0,1,0,0,0,1,0,0.084,0.16,0.756,-0.4019,0,0.355,0.645,-0.5106,0,0,1,0,0.145,0,0.855,0.1779,0,0,1,0,0,0.302,0.698,-0.5994,0,0.091,0.909,-0.34,0,0.381,0.619,-0.5106,0,0,1,0,0.029,0.255,0.716,-0.86,0,0,1,0,0,0,1,0,0,0.121,0.879,-0.2315,0.123,0.142,0.735,-0.1027,0.162,0.131,0.707,0.0516,0,0,1,0,0.093,0.056,0.852,0.25,0.089,0,0.911,0.2144,0.045,0.506,0.449,-0.9231,0,0,1,0,0.094,0,0.906,0.3612
2013/5/21,0.109,0.099,0.792,0.0754,0.16,0,0.84,0.7579,0,0.49,0.51,-0.5859,0,0,1,0,0,0.308,0.692,-0.836,0.123,0,0.877,0.2023,0,0,1,0,0.114,0.111,0.775,0.0258,0,0.213,0.787,-0.2263,0,0,1,0,0,0,1,0,0.114,0,0.886,0.4767,0,0.133,0.867,-0.4703,0,0.419,0.581,-0.5574,0.063,0.106,0.831,-0.1779,0.125,0,0.875,0.5106,0.11,0,0.89,0.3818,0.213,0,0.787,0.2263,0,0.281,0.719,-0.6486,0,0,1,0,0,0.286,0.714,-0.34,0,0,1,0,0.067,0.137,0.796,-0.4215,0,0.328,0.672,-0.8065,0,0.535,0.465,-0.6808
2013/5/22,0,0.247,0.753,-0.8591,0.122,0,0.878,0.5574,0,0,1,0,0,0.231,0.769,-0.128,0,0.292,0.708,-0.5106,0,0,1,0,0.153,0.081,0.766,0.4019,0.07,0.26,0.67,-0.8126,0,0.372,0.628,-0.9217,0.187,0.083,0.73,0.5106,0.284,0,0.716,0.8176,0,0.256,0.744,-0.765,0,0.348,0.652,-0.4939,0.167,0,0.833,0.25,0.178,0.246,0.576,-0.3182,0,0.453,0.547,-0.8442,0.2,0.244,0.556,-0.1027,0,0.417,0.583,-0.6478,0.113,0.136,0.751,-0.2023,0.078,0.443,0.479,-0.7964,0,0.306,0.694,-0.6597,0,0.268,0.732,-0.5267,0,0.37,0.63,-0.5719,0.097,0.217,0.686,-0.5106,0,0.562,0.438,-0.7717
2013/5/23,0.214,0,0.786,0.8271,0,0.258,0.742,-0.91,0,0.171,0.829,-0.4767,0.187,0,0.813,0.3182,0.147,0.152,0.7,-0.0639,0,0.286,0.714,-0.802,0.143,0.161,0.696,-0.1027,0,0.602,0.398,-0.891,0,0.452,0.548,-0.5106,0.315,0,0.685,0.3182,0,0.286,0.714,-0.4939,0,0,1,0,0,0.18,0.82,-0.6908,0,0.479,0.521,-0.8779,0.058,0.359,0.583,-0.8271,0.066,0.081,0.853,-0.1779,0.058,0.432,0.51,-0.9001,0.15,0.319,0.531,-0.5423,0,0.633,0.367,-0.7845,0.088,0,0.912,0.4404,0,0.257,0.743,-0.6705,0.133,0,0.867,0.3182,0,0.355,0.645,-0.5106,0,0.606,0.394,-0.8271,0,0.62,0.38,-0.8316
2013/5/24,0,0.211,0.789,-0.4939,0.085,0.1,0.816,-0.128,0,0.255,0.745,-0.34,0,0.512,0.488,-0.8885,0.04,0.381,0.579,-0.969,0,0,1,0,0.151,0,0.849,0.1531,0,0,1,0,0,0,1,0,0,0,1,0,0,0.155,0.845,-0.296,0.072,0.063,0.865,0.0772,0.318,0,0.682,0.6369,0.294,0,0.706,0.6124,0,0,1,0,0,0.302,0.698,-0.5994,0.171,0.107,0.723,0.296,0.063,0.179,0.758,-0.5574,0.153,0.294,0.552,-0.3182,0,0.055,0.945,-0.0258,0,0,1,0,0,0,1,0,0,0.49,0.51,-0.6969,0.138,0.037,0.826,0.6597,0,0.187,0.813,-0.7351
2013/5/28,0.032,0.195,0.773,-0.7579,0,0.091,0.909,-0.4588,0,0.425,0.575,-0.7506,0,0.152,0.848,-0.34,0,0.231,0.769,-0.8271,0.457,0,0.543,0.6369,0,0.159,0.841,-0.7964,0,0.311,0.689,-0.9325,0.375,0,0.625,0.6597,0,0.133,0.867,-0.3818,0.08,0.044,0.876,0.3612,0.029,0.199,0.771,-0.8126,0,0,1,0,0,0,1,0,0,0.381,0.619,-0.6486,0,0.464,0.536,-0.6369,0.168,0.298,0.534,-0.4019,0,0.593,0.407,-0.8074,0,0.35,0.65,-0.9638,0,0.167,0.833,-0.2023,0,0,1,0,0,0,1,0,0,0.247,0.753,-0.5574,0,0,1,0,0.13,0.126,0.743,-0.2263
2013/5/29,0.322,0,0.678,0.5859,0.298,0,0.702,0.5267,0,0,1,0,0.211,0,0.789,0.34,0,0,1,0,0.26,0,0.74,0.9081,0,0.273,0.727,-0.8979,0,0,1,0,0,0.211,0.789,-0.8316,0,0,1,0,0.196,0.245,0.559,-0.1779,0,0.434,0.566,-0.7096,0,0.27,0.73,-0.8934,0,0.281,0.719,-0.6486,0,0.474,0.526,-0.802,0.068,0.295,0.636,-0.6124,0,0.385,0.615,-0.7845,0,0,1,0,0,0,1,0,0.202,0.07,0.728,0.5719,0,0.439,0.561,-0.6908,0,0.134,0.866,-0.6705,0,0.278,0.722,-0.4019,0,0,1,0,0.265,0.072,0.663,0.743
2013/5/30,0.087,0.072,0.841,0.128,0,0.353,0.647,-0.5994,0,0,1,0,0.124,0.378,0.497,-0.8807,0.028,0.326,0.647,-0.8979,0,0.2,0.8,-0.8176,0,0.206,0.794,-0.2682,0.208,0.237,0.555,-0.4019,0,0,1,0,0,0.291,0.709,-0.9136,0,0,1,0,0,0.256,0.744,-0.4767,0,0.372,0.628,-0.8271,0,0.357,0.643,-0.9231,0,0.543,0.457,-0.8979,0.155,0,0.845,0.5267,0,0.069,0.931,-0.1027,0,0.298,0.702,-0.5267,0,0.112,0.888,-0.4404,0,0.122,0.878,-0.2023,0,0,1,0,0.192,0.097,0.711,0.6705,0.179,0.189,0.632,-0.0258,0,0,1,0,0,0.451,0.549,-0.8126
2013/5/31,0.316,0,0.684,0.5719,0.243,0.186,0.57,0.3612,0,0,1,0,0,0.324,0.676,-0.7351,0,0,1,0,0,0.505,0.495,-0.6249,0,0.206,0.794,-0.6369,0,0.565,0.435,-0.8316,0,0.612,0.388,-0.836,0,0.359,0.641,-0.4215,0.096,0.067,0.837,0.1779,0,0,1,0,0,0.251,0.749,-0.6908,0.113,0,0.887,0.6249,0.34,0.26,0.4,0.0516,0.219,0,0.781,0.6808,0,0,1,0,0,0.481,0.519,-0.5719,0,0.194,0.806,-0.34,0,0,1,0,0,0.174,0.826,-0.2263,0.107,0.273,0.62,-0.7717,0.113,0.167,0.721,-0.296,0,0.346,0.654,-0.8402,0.203,0.119,0.678,0.25
2013/6/3,0,0.233,0.767,-0.8442,0,0.422,0.578,-0.8074,0,0.106,0.894,-0.2263,0,0.363,0.637,-0.9081,0.141,0,0.859,0.6597,0,0.114,0.886,-0.5574,0,0.382,0.618,-0.8885,0,0.429,0.571,-0.4588,0,0.279,0.721,-0.9042,0.205,0.114,0.682,0.296,0,0.248,0.752,-0.3182,0.073,0.304,0.623,-0.8591,0.063,0.164,0.773,-0.2732,0.168,0.373,0.459,-0.5525,0.034,0.143,0.823,-0.5574,0,0.223,0.777,-0.5106,0,0.613,0.387,-0.7867,0,0.15,0.85,-0.6124,0.191,0.2,0.609,-0.0258,0,0.224,0.776,-0.3818,0.039,0.222,0.738,-0.7868,0.14,0.036,0.824,0.5859,0,0,1,0,0,0.351,0.649,-0.4019,0,0.291,0.709,-0.4767
2013/6/4,0,0.137,0.863,-0.2263,0,0.347,0.653,-0.8176,0,0,1,0,0,0,1,0,0.196,0,0.804,0.296,0.225,0,0.775,0.4939,0.065,0.085,0.85,0.0258,0.175,0,0.825,0.6249,0,0.697,0.303,-0.5574,0,0.239,0.761,-0.296,0.046,0.355,0.599,-0.9382,0,0,1,0,0.114,0.081,0.806,0.2263,0.204,0.177,0.619,0.0772,0,0.111,0.889,-0.128,0.133,0.139,0.727,-0.0516,0,0.184,0.816,-0.2023,0,0.479,0.521,-0.6808,0,0.286,0.714,-0.5574,0,0,1,0,0,0,1,0,0.044,0.329,0.626,-0.9231,0.249,0.245,0.506,0.0258,0.255,0.179,0.566,0.2023,0.31,0,0.69,0.3818
2013/6/5,0,0.095,0.905,-0.2263,0,0.371,0.629,-0.7096,0,0.394,0.606,-0.4404,0,0.369,0.631,-0.6249,0.121,0.352,0.526,-0.6908,0,0.278,0.722,-0.7717,0,0.091,0.909,-0.5574,0,0.18,0.82,-0.296,0,0.615,0.385,-0.7506,0.166,0.058,0.776,0.7096,0.084,0.134,0.782,-0.128,0,0,1,0,0,0.216,0.784,-0.296,0,0,1,0,0.329,0.343,0.329,-0.0772,0.239,0.162,0.598,0.2263,0,0,1,0,0,0,1,0,0,0,1,0,0.181,0.239,0.58,-0.2023,0,0.315,0.685,-0.6808,0,0.497,0.503,-0.7845,0,0.244,0.756,-0.4404,0.143,0.178,0.679,-0.3612,0,0.091,0.909,-0.0258
2013/6/6,0,0.198,0.802,-0.7845,0.065,0,0.935,0.1695,0.121,0.251,0.628,-0.6597,0,0.241,0.759,-0.2263,0,0.511,0.489,-0.91,0.193,0.409,0.398,-0.5859,0.132,0.5,0.368,-0.7906,0.168,0.361,0.471,-0.5719,0.142,0.207,0.651,-0.2732,0,0.306,0.694,-0.5267,0,0,1,0,0,0,1,0,0,0,1,0,0.098,0.574,0.328,-0.8271,0,0,1,0,0.217,0,0.783,0.3612,0,0.135,0.865,-0.4118,0,0.228,0.772,-0.7783,0.389,0,0.611,0.6249,0.211,0.067,0.722,0.5574,0.113,0.214,0.672,-0.34,0.218,0.188,0.594,0.0772,0,0.257,0.743,-0.5423,0,0.149,0.851,-0.2732,0.085,0,0.915,0.5574
2013/6/7,0.125,0,0.875,0.25,0.216,0,0.784,0.296,0,0.108,0.892,-0.3182,0,0.277,0.723,-0.3182,0,0,1,0,0.307,0,0.693,0.4767,0.148,0,0.852,0.5106,0,0,1,0,0,0,1,0,0,0.306,0.694,-0.5267,0.187,0.23,0.584,-0.2732,0,0.074,0.926,-0.0516,0.185,0.321,0.494,-0.296,0.036,0.196,0.768,-0.7845,0.338,0.287,0.375,0.1027,0,0,1,0,0,0,1,0,0,0,1,0,0.187,0.216,0.597,-0.1027,0,0.156,0.844,-0.34,0,0.204,0.796,-0.3182,0.143,0,0.857,0.1695,0.179,0.476,0.345,-0.6486,0,0.25,0.75,-0.25,0,0.321,0.679,-0.6369
2013/6/10,0,0,1,0,0.366,0,0.634,0.6369,0,0,1,0,0.065,0.144,0.79,-0.5423,0.207,0.042,0.751,0.7579,0.057,0.202,0.741,-0.7096,0,0.079,0.921,-0.2263,0.201,0.117,0.682,0.5574,0,0,1,0,0,0.394,0.606,-0.6369,0,0.042,0.958,-0.2023,0,0.07,0.93,-0.0516,0.196,0,0.804,0.296,0,0.205,0.795,-0.2023,0,0.191,0.809,-0.5106,0,0,1,0,0.224,0,0.776,0.3818,0,0,1,0,0.132,0.389,0.479,-0.6486,0,0.156,0.844,-0.34,0.092,0.327,0.581,-0.705,0.196,0,0.804,0.6249,0.515,0,0.485,0.6486,0,0,1,0,0,0,1,0
2013/6/11,0.147,0.175,0.678,-0.3182,0.058,0.033,0.909,0.25,0.22,0,0.78,0.4767,0,0.355,0.645,-0.296,0.077,0.063,0.86,0.1531,0,0,1,0,0,0.368,0.632,-0.5423,0,0,1,0,0.206,0,0.794,0.3818,0,0.291,0.709,-0.5719,0,0.265,0.735,-0.5574,0,0,1,0,0.142,0,0.858,0.5859,0,0.182,0.818,-0.4404,0.126,0,0.874,0.0772,0,0,1,0,0,0.189,0.811,-0.7189,0,0,1,0,0.157,0,0.843,0.6801,0.175,0.158,0.667,0.1531,0,0.152,0.848,-0.5106,0.235,0.261,0.504,-0.0772,0,0,1,0,0,0,1,0,0,0.119,0.881,-0.2263
2013/6/12,0,0.205,0.795,-0.5574,0,0,1,0,0,0,1,0,0,0,1,0,0,0.35,0.65,-0.5106,0,0.365,0.635,-0.3182,0,0.186,0.814,-0.6705,0.051,0.192,0.757,-0.7351,0.095,0,0.905,0.3182,0,0,1,0,0,0.18,0.82,-0.7096,0.103,0.097,0.8,0.296,0.223,0.101,0.676,0.4215,0,0.408,0.592,-0.7351,0,0.405,0.595,-0.8807,0,0,1,0,0.099,0.129,0.772,-0.3536,0,0.314,0.686,-0.6705,0.11,0,0.89,0.1531,0,0.47,0.53,-0.7351,0,0.356,0.644,-0.802,0,0.194,0.806,-0.5574,0.174,0.075,0.751,0.4767,0,0.259,0.741,-0.6808,0,0,1,0
2013/6/13,0.06,0.116,0.824,-0.3919,0.142,0,0.858,0.6486,0,0,1,0,0,0.438,0.562,-0.8316,0,0.333,0.667,-0.5423,0.16,0.249,0.592,-0.128,0,0,1,0,0,0,1,0,0.085,0,0.915,0.4019,0,0.394,0.606,-0.5994,0.154,0,0.846,0.4939,0.206,0.096,0.699,0.4588,0,0.265,0.735,-0.2023,0.188,0.123,0.689,0.1823,0,0.205,0.795,-0.7351,0,0.274,0.726,-0.7783,0,0.201,0.799,-0.7783,0,0,1,0,0.346,0.261,0.392,0.3182,0.213,0.4,0.387,-0.4404,0,0,1,0,0,0,1,0,0,0,1,0,0.406,0.143,0.451,0.5423,0,0.167,0.833,-0.1531
